Ticket Number,Date,Application,Description,Incident Description,Steps Taken,Proposed Fix,ErrorNo
PPM-004,11/2/2020,SP_PROD,Error when creating production order,SP_PROD Error when creating production order,Checked production order data and identified mandatory fields,Updated production order data and created the order.,
PPM-005,12/2/2020,SP_PROD,Error when changing production order status,SP_PROD Error when changing production order status,Checked production order status settings and ensured all necessary settings are active,Updated production order status settings and changed the status.,
PPM-006,13/02/20,SP_PROD,Cannot save changes to production order,SP_PROD Cannot save changes to production order,Checked user privileges and ensured they have the correct authorization to save changes to production orders,Provided user with the required authorization.,
PPM-007,14/02/20,SP_PROD,Error when creating material master,SP_PROD Error when creating material master,Checked material master data and identified missing fields,Updated material master data and created the material master.,
PPM-008,15/02/20,SP_PROD,Error when creating production order,SP_PROD Error when creating production order,Checked production order data and identified mandatory fields,Updated production order data and created the order.,
PPM-009,16/02/20,SP_PROD,Error when changing production order status,SP_PROD Error when changing production order status,Checked production order status settings and ensured all necessary settings are active,Updated production order status settings and changed the status.,
PPM-010,17/02/20,SP_PROD,Cannot save changes to production order,SP_PROD Cannot save changes to production order,Checked user privileges and ensured they have the correct authorization to save changes to production orders,Provided user with the required authorization.,
PPM-011,18/02/20,SP_PROD,Inability to create new production order,SP_PROD Inability to create new production order,Checked user privileges and ensured they have the correct authorization for creating new production orders,Provided user with the required authorization.,
PPM-012,19/02/20,SP_PROD,Unable to release production order,SP_PROD Unable to release production order,Checked production order settings and ensured all required fields are populated,Updated production order settings and released the order.,
PPM-013,20/02/20,SP_PROD,Error when creating material master,SP_PROD Error when creating material master,Checked material master data and identified missing fields,Updated material master data and created the material master.,
PPM-014,21/02/20,SP_PROD,Error when creating production order,SP_PROD Error when creating production order,Checked production order data and identified mandatory fields,Updated production order data and created the order.,
PPM-015,22/02/20,SP_PROD,Error when changing production order status,SP_PROD Error when changing production order status,Checked production order status settings and ensured all necessary settings are active,Updated production order status settings and changed the status.,
PPM-016,23/02/20,SP_PROD,Cannot save changes to production order,SP_PROD Cannot save changes to production order,Checked user privileges and ensured they have the correct authorization to save changes to production orders,Provided user with the required authorization.,
PPM-017,24/02/20,SP_PROD,Error when creating material master,SP_PROD Error when creating material master,Checked material master data and identified missing fields,Updated material master data and created the material master.,
PPM-018,25/02/20,SP_PROD,Error when creating production order,SP_PROD Error when creating production order,Checked production order data and identified mandatory fields,Updated production order data and created the order.,
PPM-019,26/02/20,SP_PROD,Error when changing production order status,SP_PROD Error when changing production order status,Checked production order status settings and ensured all necessary settings are active,Updated production order status settings and changed the status.,
PPM-020,27/02/20,SP_PROD,Cannot save changes to production order,SP_PROD Cannot save changes to production order,Checked user privileges and ensured they have the correct authorization to save changes to production orders,Provided user with the required authorization.,
PPM-021,28/02/20,SP_PROD,Inability to create new production order,SP_PROD Inability to create new production order,Checked user privileges and ensured they have the correct authorization for creating new production orders,Provided user with the required authorization.,
PPM-022,1/3/2020,SP_PROD,Unable to release production order,SP_PROD Unable to release production order,Checked production order settings and ensured all required fields are populated,Updated production order settings and released the order.,ERRPRD0654
PPM-023,2/3/2020,SP_PROD,Error when creating material master,SP_PROD Error when creating material master,Checked material master data and identified missing fields,Updated material master data and created the material master.,
PPM-024,3/3/2020,SP_PROD,Error when creating production order,SP_PROD Error when creating production order,Checked production order data and identified mandatory fields,Updated production order data and created the order.,
PPM-025,4/3/2020,SP_PROD,Error when changing production order status,SP_PROD Error when changing production order status,Checked production order status settings and ensured all necessary settings are active,Updated production order status settings and changed the status.,
PPM-026,5/3/2020,SP_PROD,Cannot save changes to production order,SP_PROD Cannot save changes to production order,Checked user privileges and ensured they have the correct authorization to save changes to production orders,Provided user with the required authorization.,
